ID ligne,ID commande,Date de commande,Date d'expédition,Mode d'expédition,ID client,Nom du client,Segment,Pays/région,Ville,État/Province,Région de vente,ID produit,Catégorie,Sous-catégorie,Nom du produit,Montant des ventes,Quantité,Remise,Profit
2345,US-2017-119025,2/22/2017,2/28/2017,Tarif normal,PV-18985,Paul Van Hugh,Bureau à domicile,États-Unis,Milwaukee,Wisconsin,USCA - Centre,OFF-AP-10001205,Fournitures de bureau,Électroménager,Belkin 5 Outlet SurgeMaster Power Centers,490.32,9,0,137.29
2346,US-2017-159373,3/13/2017,3/18/2017,Tarif normal,LT-17110,Liz Thompson,Grand public,États-Unis,San Antonio,Texas,USCA - Centre,OFF-PA-10000659,Fournitures de bureau,Papier,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",70.08,5,0.2,24.53
2347,US-2017-159373,3/13/2017,3/18/2017,Tarif normal,LT-17110,Liz Thompson,Grand public,États-Unis,San Antonio,Texas,USCA - Centre,OFF-BI-10004141,Fournitures de bureau,Classeurs,Insertable Tab Indexes For Data Binders,1.27,2,0.8,-2.16
2348,US-2017-159373,3/13/2017,3/18/2017,Tarif normal,LT-17110,Liz Thompson,Grand public,États-Unis,San Antonio,Texas,USCA - Centre,FUR-TA-10004619,Mobilier,Tables,Hon Non-Folding Utility Tables,557.59,5,0.3,0
2364,US-2017-108637,3/13/2017,3/18/2017,Tarif normal,AB-10060,Adam Bellavance,Bureau à domicile,États-Unis,Waynesboro,Virginie,USCA - Sud,FUR-FU-10004864,Mobilier,Meubles,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,0,40.92
2365,US-2017-108637,3/13/2017,3/18/2017,Tarif normal,AB-10060,Adam Bellavance,Bureau à domicile,États-Unis,Waynesboro,Virginie,USCA - Sud,OFF-AP-10004540,Fournitures de bureau,Électroménager,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0,44.89
2366,US-2017-108637,3/13/2017,3/18/2017,Tarif normal,AB-10060,Adam Bellavance,Bureau à domicile,États-Unis,Waynesboro,Virginie,USCA - Sud,OFF-BI-10004965,Fournitures de bureau,Classeurs,Ibico Covers for Plastic or Wire Binding Elements,46,4,0,20.7
2369,US-2017-129469,9/23/2017,9/27/2017,Tarif normal,KL-16555,Kelly Lampkin,Entreprise,États-Unis,Fairfield,Ohio,USCA - Est,FUR-FU-10002298,Mobilier,Meubles,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.7,6,0.2,-26.64
2370,US-2017-129469,9/23/2017,9/27/2017,Tarif normal,KL-16555,Kelly Lampkin,Entreprise,États-Unis,Fairfield,Ohio,USCA - Est,OFF-AR-10000315,Fournitures de bureau,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.91,2,0.2,0.31
2372,US-2017-159940,7/7/2017,7/11/2017,J+2,BF-11020,Barry Französisch,Entreprise,États-Unis,Aurora,Illinois,USCA - Centre,FUR-FU-10004973,Mobilier,Meubles,Flat Face Poster Frame,60.29,8,0.6,-27.13
2373,US-2017-159940,7/7/2017,7/11/2017,J+2,BF-11020,Barry Französisch,Entreprise,États-Unis,Aurora,Illinois,USCA - Centre,OFF-FA-10000936,Fournitures de bureau,Éléments de fixation,Acco Hot Clips Clips to Go,2.63,1,0.2,0.82
2374,US-2017-159940,7/7/2017,7/11/2017,J+2,BF-11020,Barry Französisch,Entreprise,États-Unis,Aurora,Illinois,USCA - Centre,OFF-PA-10001609,Fournitures de bureau,Papier,Tops Wirebound Message Log Books,23.69,9,0.2,7.7
2375,US-2017-159940,7/7/2017,7/11/2017,J+2,BF-11020,Barry Französisch,Entreprise,États-Unis,Aurora,Illinois,USCA - Centre,FUR-CH-10000785,Mobilier,Chaises,Global Ergonomic Managers Chair,253.37,2,0.3,-14.48
2380,US-2017-118052,5/6/2017,5/10/2017,Tarif normal,BE-11455,Brad Eason,Bureau à domicile,États-Unis,Lorain,Ohio,USCA - Est,OFF-FA-10004248,Fournitures de bureau,Éléments de fixation,Advantus T-Pin Paper Clips,7.22,2,0.2,1.71
2381,US-2017-118052,5/6/2017,5/10/2017,Tarif normal,BE-11455,Brad Eason,Bureau à domicile,États-Unis,Lorain,Ohio,USCA - Est,OFF-PA-10002581,Fournitures de bureau,Papier,Xerox 1951,49.57,2,0.2,15.49
2382,US-2017-118052,5/6/2017,5/10/2017,Tarif normal,BE-11455,Brad Eason,Bureau à domicile,États-Unis,Lorain,Ohio,USCA - Est,FUR-FU-10004848,Mobilier,Meubles,DAX Solid Wood Frames,54.71,7,0.2,11.63
2394,US-2017-128111,3/17/2017,3/23/2017,Tarif normal,CS-12355,Christine Sundaresam,Grand public,États-Unis,Malden,Massachusetts,USCA - Est,OFF-AR-10000588,Fournitures de bureau,Art,Newell 345,39.68,2,0,10.32
2404,US-2017-110170,9/27/2017,10/3/2017,Tarif normal,HM-14860,Harry Marie,Entreprise,États-Unis,Huntsville,Texas,USCA - Centre,FUR-BO-10000780,Mobilier,Bibliothèques,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.66,7,0.3,-225.1
2415,US-2017-156300,12/29/2017,1/2/2018,Tarif normal,TB-21595,Troy Blackwell,Grand public,États-Unis,Milwaukee,Wisconsin,USCA - Centre,FUR-CH-10001714,Mobilier,Chaises,"Global Leather & Oak Executive Chair, Burgundy",754.45,5,0,60.36
2419,US-2017-107202,5/21/2017,5/28/2017,Tarif normal,LC-16930,Linda Cazamias,Entreprise,États-Unis,Sparks,Nevada,USCA - Ouest,TEC-MA-10000112,Produits technologiques,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,10,0.2,179.73
2422,US-2017-155551,4/18/2017,4/23/2017,Tarif normal,CR-12580,Clay Rozendal,Bureau à domicile,États-Unis,Elmhurst,Illinois,USCA - Centre,OFF-ST-10003656,Fournitures de bureau,Stockage,Safco Industrial Wire Shelving,230.38,3,0.2,-48.95
2423,US-2017-155551,4/18/2017,4/23/2017,Tarif normal,CR-12580,Clay Rozendal,Bureau à domicile,États-Unis,Elmhurst,Illinois,USCA - Centre,OFF-PA-10001560,Fournitures de bureau,Papier,"Adams Telephone Message Books, 5 1/4” x 11”",9.66,2,0.2,3.26
2428,US-2017-169922,6/11/2017,6/17/2017,Tarif normal,MZ-17515,Mary Zewe,Entreprise,États-Unis,Arlington,Texas,USCA - Centre,OFF-BI-10003784,Fournitures de bureau,Classeurs,Computer Printout Index Tabs,1.34,4,0.8,-2.15
2429,US-2017-169922,6/11/2017,6/17/2017,Tarif normal,MZ-17515,Mary Zewe,Entreprise,États-Unis,Arlington,Texas,USCA - Centre,OFF-BI-10001617,Fournitures de bureau,Classeurs,GBC Wire Binding Combs,8.27,4,0.8,-13.65
2430,US-2017-169922,6/11/2017,6/17/2017,Tarif normal,MZ-17515,Mary Zewe,Entreprise,États-Unis,Arlington,Texas,USCA - Centre,FUR-FU-10004415,Mobilier,Meubles,"Stacking Tray, Side-Loading, Legal, Smoke",12.54,7,0.6,-9.09
2441,US-2017-146934,5/22/2017,5/27/2017,Tarif normal,AF-10870,Art Ferguson,Grand public,États-Unis,Passaic,New Jersey,USCA - Est,TEC-PH-10004614,Produits technologiques,Téléphones,AT&T 841000 Phone,345,5,0,86.25
2442,US-2017-146934,5/22/2017,5/27/2017,Tarif normal,AF-10870,Art Ferguson,Grand public,États-Unis,Passaic,New Jersey,USCA - Est,FUR-TA-10003748,Mobilier,Tables,Bevis 36 x 72 Conference Tables,174.29,2,0.3,-19.92
2443,US-2017-146934,5/22/2017,5/27/2017,Tarif normal,AF-10870,Art Ferguson,Grand public,États-Unis,Passaic,New Jersey,USCA - Est,OFF-AP-10003217,Fournitures de bureau,Électroménager,Eureka Sanitaire  Commercial Upright,662.84,4,0,172.34
2444,US-2017-146934,5/22/2017,5/27/2017,Tarif normal,AF-10870,Art Ferguson,Grand public,États-Unis,Passaic,New Jersey,USCA - Est,TEC-AC-10002399,Produits technologiques,Accessoires,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,0,30.43
2445,US-2017-146934,5/22/2017,5/27/2017,Tarif normal,AF-10870,Art Ferguson,Grand public,États-Unis,Passaic,New Jersey,USCA - Est,OFF-EN-10002973,Fournitures de bureau,Enveloppes,Ampad #10 Peel & Seel Holiday Envelopes,26.88,6,0,12.9
2446,US-2017-146934,5/22/2017,5/27/2017,Tarif normal,AF-10870,Art Ferguson,Grand public,États-Unis,Passaic,New Jersey,USCA - Est,TEC-PH-10001336,Produits technologiques,Téléphones,Digium D40 VoIP phone,257.98,2,0,74.81
2448,US-2017-119165,7/23/2017,7/27/2017,Tarif normal,BD-11320,Bill Donatelli,Grand public,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,FUR-CH-10000988,Mobilier,Chaises,Hon Olson Stacker Stools,492.84,5,0.3,-14.08
2450,US-2017-140207,11/5/2017,11/10/2017,Tarif normal,CS-12400,Christopher Schild,Bureau à domicile,États-Unis,San Jose,Californie,USCA - Ouest,OFF-BI-10003963,Fournitures de bureau,Classeurs,Cardinal Holdit Data Disk Pockets,29.12,5,0.2,9.83
2471,US-2017-135923,1/22/2017,1/28/2017,Tarif normal,CM-11935,Carlos Meador,Grand public,États-Unis,Fayetteville,Caroline du Nord,USCA - Sud,FUR-FU-10002107,Mobilier,Meubles,Eldon Pizzaz Desk Accessories,14.27,8,0.2,4.28
2472,US-2017-135923,1/22/2017,1/28/2017,Tarif normal,CM-11935,Carlos Meador,Grand public,États-Unis,Fayetteville,Caroline du Nord,USCA - Sud,FUR-BO-10002213,Mobilier,Bibliothèques,"Sauder Forest Hills Library, Woodland Oak Finish",451.14,4,0.2,-67.67
2473,US-2017-135923,1/22/2017,1/28/2017,Tarif normal,CM-11935,Carlos Meador,Grand public,États-Unis,Fayetteville,Caroline du Nord,USCA - Sud,OFF-AP-10000692,Fournitures de bureau,Électroménager,Fellowes Mighty 8 Compact Surge Protector,64.86,4,0.2,6.49
2474,US-2017-114972,11/3/2017,11/6/2017,Prioritaire,PF-19225,Phillip Flathmann,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,FUR-CH-10001190,Mobilier,Chaises,Global Deluxe High-Back Office Chair in Storm,217.58,2,0.2,-29.92
2475,US-2017-114972,11/3/2017,11/6/2017,Prioritaire,PF-19225,Phillip Flathmann,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,TEC-AC-10000682,Produits technologiques,Accessoires,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,0,29.03
2476,US-2017-114972,11/3/2017,11/6/2017,Prioritaire,PF-19225,Phillip Flathmann,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-LA-10004545,Fournitures de bureau,Étiquettes,Avery 50,87.71,7,0,41.22
2477,US-2017-114972,11/3/2017,11/6/2017,Prioritaire,PF-19225,Phillip Flathmann,Grand public,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-AP-10003057,Fournitures de bureau,Électroménager,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,0,429.58
2494,US-2017-146206,9/10/2017,9/14/2017,J+2,KT-16480,Kean Thornton,Grand public,États-Unis,Houston,Texas,USCA - Centre,FUR-TA-10004086,Mobilier,Tables,KI Adjustable-Height Table,300.93,5,0.3,-34.39
2495,US-2017-146206,9/10/2017,9/14/2017,J+2,KT-16480,Kean Thornton,Grand public,États-Unis,Houston,Texas,USCA - Centre,TEC-PH-10000895,Produits technologiques,Téléphones,Polycom VVX 310 VoIP phone,719.96,5,0.2,54
2499,US-2017-126935,5/19/2017,5/24/2017,Tarif normal,BT-11395,Bill Tyler,Entreprise,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-BI-10004817,Fournitures de bureau,Classeurs,GBC Personal VeloBind Strips,9.58,1,0.2,3.35
2504,US-2017-149482,11/14/2017,11/19/2017,Tarif normal,RR-19315,Ralph Ritter,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-LA-10000248,Fournitures de bureau,Étiquettes,Avery 52,7.38,2,0,3.47
2511,US-2017-136812,11/18/2017,11/23/2017,Tarif normal,AW-10930,Arthur Wiediger,Bureau à domicile,États-Unis,Oklahoma City,Oklahoma,USCA - Centre,OFF-ST-10003470,Fournitures de bureau,Stockage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.9
2514,US-2017-124506,11/11/2017,11/17/2017,Tarif normal,BB-11545,Brenda Bowman,Entreprise,États-Unis,Chicago,Illinois,USCA - Centre,TEC-AC-10003280,Produits technologiques,Accessoires,Belkin F8E887 USB Wired Ergonomic Keyboard,95.97,4,0.2,1.2
2515,US-2017-124506,11/11/2017,11/17/2017,Tarif normal,BB-11545,Brenda Bowman,Entreprise,États-Unis,Chicago,Illinois,USCA - Centre,FUR-CH-10004540,Mobilier,Chaises,Global Chrome Stack Chair,47.99,2,0.3,-2.06
2519,US-2017-124352,10/15/2017,10/21/2017,Tarif normal,CD-12790,Cynthia Delaney,Bureau à domicile,États-Unis,Oklahoma City,Oklahoma,USCA - Centre,OFF-LA-10004559,Fournitures de bureau,Étiquettes,Avery 49,20.16,7,0,9.88
2520,US-2017-124352,10/15/2017,10/21/2017,Tarif normal,CD-12790,Cynthia Delaney,Bureau à domicile,États-Unis,Oklahoma City,Oklahoma,USCA - Centre,OFF-LA-10003223,Fournitures de bureau,Étiquettes,Avery 508,29.46,6,0,14.44
2521,US-2017-124352,10/15/2017,10/21/2017,Tarif normal,CD-12790,Cynthia Delaney,Bureau à domicile,États-Unis,Oklahoma City,Oklahoma,USCA - Centre,OFF-AP-10002651,Fournitures de bureau,Électroménager,Hoover Upright Vacuum With Dirt Cup,868.59,3,0,251.89
2522,US-2017-124352,10/15/2017,10/21/2017,Tarif normal,CD-12790,Cynthia Delaney,Bureau à domicile,États-Unis,Oklahoma City,Oklahoma,USCA - Centre,OFF-PA-10003177,Fournitures de bureau,Papier,Xerox 1999,12.96,2,0,6.22
2523,US-2017-124352,10/15/2017,10/21/2017,Tarif normal,CD-12790,Cynthia Delaney,Bureau à domicile,États-Unis,Oklahoma City,Oklahoma,USCA - Centre,TEC-PH-10003442,Produits technologiques,Téléphones,Samsung Replacement EH64AVFWE Premium Headset,5.5,1,0,1.38
2524,US-2017-124352,10/15/2017,10/21/2017,Tarif normal,CD-12790,Cynthia Delaney,Bureau à domicile,États-Unis,Oklahoma City,Oklahoma,USCA - Centre,OFF-BI-10000977,Fournitures de bureau,Classeurs,Ibico Plastic Spiral Binding Combs,121.6,4,0,55.94
2542,US-2017-144792,1/20/2017,1/24/2017,Tarif normal,KD-16615,Ken Dana,Entreprise,États-Unis,Scottsdale,Arizona,USCA - Ouest,FUR-FU-10002759,Mobilier,Meubles,12-1/2 Diameter Round Wall Clock,111.89,7,0.2,22.38
2544,US-2017-114174,9/8/2017,9/14/2017,Tarif normal,AP-10720,Anne Pryor,Bureau à domicile,États-Unis,Malden,Massachusetts,USCA - Est,FUR-BO-10003450,Mobilier,Bibliothèques,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94,3,0,13.92
2545,US-2017-114174,9/8/2017,9/14/2017,Tarif normal,AP-10720,Anne Pryor,Bureau à domicile,États-Unis,Malden,Massachusetts,USCA - Est,OFF-LA-10000248,Fournitures de bureau,Étiquettes,Avery 52,14.76,4,0,6.94
2554,US-2017-155439,9/14/2017,9/18/2017,Tarif normal,PN-18775,Parhena Norris,Bureau à domicile,États-Unis,Columbia,Caroline du Sud,USCA - Sud,OFF-PA-10000029,Fournitures de bureau,Papier,Xerox 224,25.92,4,0,12.44
2555,US-2017-118626,8/15/2017,8/20/2017,Tarif normal,JC-15775,John Castell,Grand public,États-Unis,Tallahassee,Floride,USCA - Sud,TEC-PH-10000369,Produits technologiques,Téléphones,HTC One Mini,705.54,7,0.2,70.55
2557,US-2017-126844,10/8/2017,10/14/2017,Tarif normal,BW-11110,Bart Watters,Entreprise,États-Unis,Houston,Texas,USCA - Centre,FUR-FU-10004909,Mobilier,Meubles,Contemporary Wood/Metal Frame,51.71,8,0.6,-32.32
2573,US-2017-155845,8/12/2017,8/15/2017,J+2,CM-12235,Chris McAfee,Grand public,États-Unis,Carrollton,Texas,USCA - Centre,TEC-AC-10004145,Produits technologiques,Accessoires,Logitech diNovo Edge Keyboard,1399.94,7,0.2,52.5
2589,US-2017-137729,5/5/2017,5/9/2017,Tarif normal,BF-11005,Barry Franz,Bureau à domicile,États-Unis,Los Angeles,Californie,USCA - Ouest,OFF-ST-10001505,Fournitures de bureau,Stockage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0,1.02
2590,US-2017-137729,5/5/2017,5/9/2017,Tarif normal,BF-11005,Barry Franz,Bureau à domicile,États-Unis,Los Angeles,Californie,USCA - Ouest,TEC-PH-10001433,Produits technologiques,Téléphones,Cisco Small Business SPA 502G VoIP phone,246.17,3,0.2,21.54
2591,US-2017-115455,9/8/2017,9/14/2017,Tarif normal,SE-20110,Sanjit Engle,Grand public,États-Unis,Wheeling,Illinois,USCA - Centre,FUR-FU-10004671,Mobilier,Meubles,"Executive Impressions 12"" Wall Clock",14.14,2,0.6,-7.77
2592,US-2017-115455,9/8/2017,9/14/2017,Tarif normal,SE-20110,Sanjit Engle,Grand public,États-Unis,Wheeling,Illinois,USCA - Centre,FUR-TA-10003569,Mobilier,Tables,Bretford CR8500 Series Meeting Room Furniture,601.47,3,0.5,-300.74
2602,US-2017-165848,6/4/2017,6/4/2017,Le même jour,EN-13780,Edward Nazzal,Grand public,États-Unis,New York City,New York,USCA - Est,OFF-PA-10000349,Fournitures de bureau,Papier,Easy-staple paper,14.94,3,0,7.02
2603,US-2017-165848,6/4/2017,6/4/2017,Le même jour,EN-13780,Edward Nazzal,Grand public,États-Unis,New York City,New York,USCA - Est,TEC-MA-10003356,Produits technologiques,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,3,0,364.46
2604,US-2017-165848,6/4/2017,6/4/2017,Le même jour,EN-13780,Edward Nazzal,Grand public,États-Unis,New York City,New York,USCA - Est,FUR-BO-10000362,Mobilier,Bibliothèques,Sauder Inglewood Library Bookcases,136.78,1,0.2,5.13
2605,US-2017-165848,6/4/2017,6/4/2017,Le même jour,EN-13780,Edward Nazzal,Grand public,États-Unis,New York City,New York,USCA - Est,FUR-FU-10003878,Mobilier,Meubles,"Linden 10"" Round Wall Clock, Black",61.12,4,0,20.78
2607,US-2017-154053,3/4/2017,3/10/2017,Tarif normal,MG-17890,Michael Granlund,Bureau à domicile,États-Unis,San Diego,Californie,USCA - Ouest,OFF-AR-10003727,Fournitures de bureau,Art,Berol Giant Pencil Sharpener,16.99,1,0,4.93
2614,US-2017-137204,4/28/2017,5/5/2017,Tarif normal,BO-11350,Bill Overfelt,Entreprise,États-Unis,Los Angeles,Californie,USCA - Ouest,FUR-CH-10002304,Mobilier,Chaises,"Global Stack Chair without Arms, Black",41.57,2,0.2,2.6
2643,US-2017-124051,12/29/2017,1/2/2018,Prioritaire,KA-16525,Kelly Andreada,Grand public,États-Unis,Aurora,Illinois,USCA - Centre,OFF-PA-10001289,Fournitures de bureau,Papier,White Computer Printout Paper by Universal,186.05,6,0.2,67.44
2644,US-2017-149111,4/17/2017,4/21/2017,J+2,BF-11170,Ben Ferrer,Bureau à domicile,États-Unis,Raleigh,Caroline du Nord,USCA - Sud,TEC-PH-10003092,Produits technologiques,Téléphones,Motorola L804,36.79,1,0.2,4.14
2645,US-2017-149111,4/17/2017,4/21/2017,J+2,BF-11170,Ben Ferrer,Bureau à domicile,États-Unis,Raleigh,Caroline du Nord,USCA - Sud,FUR-FU-10000206,Mobilier,Meubles,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.62,8,0.2,6.29
2651,US-2017-146794,9/26/2017,10/1/2017,Tarif normal,SH-19975,Sally Hughsby,Entreprise,États-Unis,Hesperia,Californie,USCA - Ouest,FUR-BO-10004467,Mobilier,Bibliothèques,Bestar Classic Bookcase,424.96,5,0.2,20
2659,US-2017-150343,8/16/2017,8/20/2017,Tarif normal,PK-19075,Pete Kriz,Grand public,États-Unis,San Francisco,Californie,USCA - Ouest,OFF-EN-10004030,Fournitures de bureau,Enveloppes,Convenience Packs of Business Envelopes,10.86,3,0,5.1
2664,US-2017-164784,5/1/2017,5/4/2017,Prioritaire,HF-14995,Herbert Flentye,Grand public,États-Unis,Memphis,Tennessee,USCA - Sud,OFF-LA-10001569,Fournitures de bureau,Étiquettes,Avery 499,3.98,1,0.2,1.29
2665,US-2017-164784,5/1/2017,5/4/2017,Prioritaire,HF-14995,Herbert Flentye,Grand public,États-Unis,Memphis,Tennessee,USCA - Sud,FUR-TA-10004534,Mobilier,Tables,Bevis 44 x 96 Conference Tables,370.62,3,0.4,-142.07
2666,US-2017-164784,5/1/2017,5/4/2017,Prioritaire,HF-14995,Herbert Flentye,Grand public,États-Unis,Memphis,Tennessee,USCA - Sud,OFF-BI-10002954,Fournitures de bureau,Classeurs,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.74,2,0.7,-2.01
2667,US-2017-111794,10/1/2017,10/1/2017,Le même jour,HG-15025,Hunter Glantz,Grand public,États-Unis,Amarillo,Texas,USCA - Centre,TEC-AC-10003832,Produits technologiques,Accessoires,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.51,3,0.2,20.87
2668,US-2017-111794,10/1/2017,10/1/2017,Le même jour,HG-15025,Hunter Glantz,Grand public,États-Unis,Amarillo,Texas,USCA - Centre,OFF-PA-10000474,Fournitures de bureau,Papier,Easy-staple paper,28.35,1,0.2,9.57
2686,US-2017-133123,9/6/2017,9/11/2017,Tarif normal,KB-16315,Karl Braun,Grand public,États-Unis,Thomasville,Caroline du Nord,USCA - Sud,OFF-EN-10003055,Fournitures de bureau,Enveloppes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.95,3,0.2,29.99
2687,US-2017-133123,9/6/2017,9/11/2017,Tarif normal,KB-16315,Karl Braun,Grand public,États-Unis,Thomasville,Caroline du Nord,USCA - Sud,OFF-BI-10001031,Fournitures de bureau,Classeurs,Pressboard Data Binders by Wilson Jones,3.2,2,0.7,-2.46
2688,US-2017-128195,8/4/2017,8/5/2017,Prioritaire,RA-19285,Ralph Arnett,Grand public,États-Unis,Peoria,Illinois,USCA - Centre,OFF-BI-10002003,Fournitures de bureau,Classeurs,Ibico Presentation Index for Binding Systems,3.98,5,0.8,-6.57
2692,US-2017-144211,8/28/2017,9/2/2017,Tarif normal,CS-12130,Chad Sievert,Grand public,États-Unis,Englewood,Colorado,USCA - Ouest,OFF-PA-10002246,Fournitures de bureau,Papier,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,0.2,5.61
2693,US-2017-144211,8/28/2017,9/2/2017,Tarif normal,CS-12130,Chad Sievert,Grand public,États-Unis,Englewood,Colorado,USCA - Ouest,TEC-PH-10002890,Produits technologiques,Téléphones,AT&T 17929 Lendline Telephone,108.58,3,0.2,8.14
2694,US-2017-138079,1/22/2017,1/28/2017,Tarif normal,AJ-10795,Anthony Johnson,Entreprise,États-Unis,Seattle,Washington,USCA - Ouest,FUR-FU-10001475,Mobilier,Meubles,"Contract Clock, 14"", Brown",109.9,5,0,37.37
2696,US-2017-161662,2/7/2017,2/9/2017,Prioritaire,BE-11410,Bobby Elias,Grand public,États-Unis,Lancaster,Ohio,USCA - Est,OFF-PA-10003465,Fournitures de bureau,Papier,Xerox 1912,30.35,2,0.2,10.62
2723,US-2017-164735,4/14/2017,4/19/2017,J+2,TB-21400,Tom Boeckenhauer,Grand public,États-Unis,Alexandria,Virginie,USCA - Sud,OFF-ST-10001558,Fournitures de bureau,Stockage,Acco Perma 4000 Stacking Storage Drawers,81.2,5,0,12.18
2742,US-2017-165015,2/25/2017,2/27/2017,J+2,BD-11725,Bruce Degenhardt,Grand public,États-Unis,Newark,Ohio,USCA - Est,OFF-EN-10003134,Fournitures de bureau,Enveloppes,Staple envelope,46.72,5,0.2,17.52
2758,US-2017-127775,6/11/2017,6/13/2017,J+2,ES-14020,Erica Smith,Grand public,États-Unis,New York City,New York,USCA - Est,TEC-AC-10002402,Produits technologiques,Accessoires,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0,71.99
2759,US-2017-146171,3/11/2017,3/15/2017,Tarif normal,JP-16135,Julie Prescott,Bureau à domicile,États-Unis,Columbus,Géorgie,USCA - Sud,FUR-FU-10004270,Mobilier,Meubles,"Executive Impressions 13"" Clairmont Wall Clock",76.92,4,0,31.54
2760,US-2017-146171,3/11/2017,3/15/2017,Tarif normal,JP-16135,Julie Prescott,Bureau à domicile,États-Unis,Columbus,Géorgie,USCA - Sud,OFF-ST-10001526,Fournitures de bureau,Stockage,Iceberg Mobile Mega Data/Printer Cart,481.32,4,0,125.14
2772,US-2017-163986,9/3/2017,9/10/2017,Tarif normal,JJ-15445,Jennifer Jackson,Grand public,États-Unis,Waukesha,Wisconsin,USCA - Centre,OFF-ST-10000918,Fournitures de bureau,Stockage,Crate-A-Files,54.5,5,0,14.17
2774,US-2017-131576,11/22/2017,11/26/2017,Tarif normal,RD-19585,Rob Dowd,Grand public,États-Unis,Detroit,Michigan,USCA - Centre,OFF-BI-10002852,Fournitures de bureau,Classeurs,Ibico Standard Transparent Covers,49.44,3,0,24.23
2776,US-2017-144729,10/21/2017,10/25/2017,Tarif normal,JE-15745,Joel Eaton,Grand public,États-Unis,San Diego,Californie,USCA - Ouest,OFF-ST-10004804,Fournitures de bureau,Stockage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.54
2783,US-2017-139878,11/11/2017,11/16/2017,Tarif normal,LD-17005,Lisa DeCherney,Grand public,États-Unis,Detroit,Michigan,USCA - Centre,TEC-PH-10001336,Produits technologiques,Téléphones,Digium D40 VoIP phone,257.98,2,0,74.81
2784,US-2017-106677,11/5/2017,11/10/2017,Tarif normal,AS-10285,Alejandro Savely,Entreprise,États-Unis,Philadelphia,Pennsylvanie,USCA - Est,TEC-PH-10003187,Produits technologiques,Téléphones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.99,2,0.4,-15.99
2785,US-2017-116974,10/9/2017,10/15/2017,Tarif normal,MP-17965,Michael Paige,Entreprise,États-Unis,Troy,Ohio,USCA - Est,TEC-PH-10004897,Produits technologiques,Téléphones,Mediabridge Sport Armband iPhone 5s,23.98,4,0.4,-15.58
2801,US-2017-153318,10/25/2017,10/28/2017,Prioritaire,JS-15595,Jill Stevenson,Entreprise,États-Unis,Miami,Floride,USCA - Sud,TEC-PH-10000984,Produits technologiques,Téléphones,Panasonic KX-TG9471B,783.96,5,0.2,78.4
2820,US-2017-160500,5/5/2017,5/8/2017,Prioritaire,DM-13015,Darrin Martin,Grand public,États-Unis,Encinitas,Californie,USCA - Ouest,OFF-BI-10003784,Fournitures de bureau,Classeurs,Computer Printout Index Tabs,6.72,5,0.2,2.35
2821,US-2017-160500,5/5/2017,5/8/2017,Prioritaire,DM-13015,Darrin Martin,Grand public,États-Unis,Encinitas,Californie,USCA - Ouest,FUR-TA-10003748,Mobilier,Tables,Bevis 36 x 72 Conference Tables,298.78,3,0.2,7.47
2822,US-2017-100202,9/22/2017,9/28/2017,Tarif normal,BD-11620,Brian DeCherney,Grand public,États-Unis,Anaheim,Californie,USCA - Ouest,TEC-PH-10002563,Produits technologiques,Téléphones,Adtran 1202752G1,302.38,3,0.2,22.68
